EmpID,Name,Department,JobLevel,JobTitle,Gender,AnnualCTC,BonusAmount,BaseSalary,Allowances,BenefitsValue,Location,PerformanceRating,EducationLevel,Experience,Age
L00425,Rebecca Davenport,Legal,Senior Executive,Senior Executive,Female,1235225,0,1097681,97324,40220,Bengaluru,3,Bachelor,8.6,27
S01214,Christopher Briggs,Sales,Senior Executive,Senior Executive,Male,935145,10700,807470,70999,45976,Pune,3,Bachelor,6.9,25
H00390,Douglas Myers,HR,Analyst,HR Coordinator,Male,642165,0,532745,89300,20120,Bengaluru,1,Diploma,1.5,22
I01004,Paul Blair,IT,Executive,Developer I,Male,733639,0,632823,69395,31421,Bengaluru,2,Bachelor,3.6,22
M00449,Olivia Gonzalez,Marketing,Assistant Manager,Assistant Manager,Female,1504776,19353,1311473,129508,44442,Remote,4,Bachelor,12.3,39
C00481,Xavier Hanson,Customer Success,Senior Executive,Senior Executive,Male,1401151,0,1148104,189437,63610,Bengaluru,4,Bachelor,6.6,28
H00391,Brandy Taylor,HR,Analyst,HR Coordinator,Female,563117,0,499200,46207,17710,Other City,5,Bachelor,3.0,21
F00583,Wendy Lewis,Finance,Senior Manager,Senior Manager,Female,3477526,70464,2909403,360497,137162,Remote,2,MBA,20.9,43
R00500,Crystal Robinson,R&D,Analyst,Analyst,Female,538516,0,467049,61938,9529,Bengaluru,3,Bachelor,0.0,24
S01215,John Jones,Sales,Analyst,Sales Associate,Male,450248,0,400137,28227,21884,Hyderabad,4,Bachelor,1.3,28
I01005,Michael Patterson,IT,Executive,Software Engineer I,Male,777625,58582,597350,96111,25582,Pune,2,Bachelor,1.3,23
I01006,Timothy Smith,IT,Manager,Engineering Manager,Male,2723193,124092,2160469,345919,92713,Hyderabad,4,Master,12.0,35
L00426,Brenda Mendoza,Legal,Executive,Executive,Female,757698,0,650396,74847,32455,Bengaluru,3,Bachelor,7.3,27
O00884,Nicole Edwards,Operations,Senior Executive,Senior Executive,Female,1113650,0,941847,151859,19944,Pune,3,Bachelor,5.0,23
M00450,Anthony Ramirez,Marketing,Director,Director,Male,5624488,51479,4708481,622132,242396,Delhi,2,MBA,21.0,39
M00451,Anthony David,Marketing,Assistant Manager,Assistant Manager,Male,1690159,0,1425369,229751,35039,Bengaluru,3,Bachelor,11.8,30
I01007,David Perkins,IT,Analyst,IT Analyst,Male,547901,30045,458607,38340,20909,Pune,3,Bachelor,1.3,26
I01008,Rose Jackson,IT,Assistant Manager,Assistant Manager,Female,1887727,218129,1474943,122933,71722,Hyderabad,4,Master,8.3,30
I01009,Devin Hardin,IT,Assistant Manager,Assistant Manager,Male,1674814,0,1399417,220552,54845,Mumbai,2,Bachelor,14.8,33
O00885,Amber Fernandez,Operations,Analyst,Analyst,Female,483888,0,410207,62344,11337,Pune,3,HighSchool,0.0,22
I01010,Theresa Marsh,IT,Executive,Software Engineer I,Female,532503,0,451409,60483,20611,Delhi,2,Bachelor,2.7,28
S01216,Robert Lowery,Sales,Assistant Manager,Assistant Manager,Male,2111589,487459,1387255,166031,70844,Bengaluru,1,Bachelor,10.6,35
R00501,Jesse Martin,R&D,Analyst,Analyst,Male,605277,0,523550,70019,11708,Mumbai,2,Bachelor,2.0,22
L00427,Rebecca Carter,Legal,Analyst,Analyst,Female,598904,0,523299,59689,15916,Bengaluru,3,Bachelor,3.4,29
I01011,Anthony Olsen,IT,Assistant Manager,Assistant Manager,Male,1985815,163804,1556801,174407,90803,Delhi,3,Bachelor,10.0,30
I01012,Thomas Green,IT,Manager,Engineering Manager,Male,2602342,0,2163822,357400,81120,Bengaluru,3,Master,13.4,33
S01217,Julia Parsons,Sales,Analyst,Sales Associate,Female,601196,95071,415703,71762,18660,Remote,5,Bachelor,2.5,28
M00452,Thomas May,Marketing,Executive,Executive,Male,842306,21735,712326,80365,27880,Bengaluru,3,Bachelor,2.2,22
C00482,Frank Green,Customer Success,Senior Executive,Senior Executive,Male,992818,0,881167,93488,18163,Pune,3,Bachelor,8.9,33
S01218,Rachel Burke,Sales,Senior Executive,Senior Executive,Female,1792924,422352,1123565,182340,64667,Mumbai,2,Bachelor,6.1,31
S01219,Timothy Williams,Sales,Associate Partner,Associate Partner,Male,6464055,0,5561802,768496,133757,Mumbai,3,MBA,18.5,40
C00483,Kimberly Herrera,Customer Success,Senior Executive,Senior Executive,Female,1296714,0,1092209,172997,31508,Pune,4,Bachelor,7.6,31
F00584,Brittany Byrd,Finance,Senior Executive,Senior Executive,Female,1372741,0,1138192,190405,44144,Bengaluru,3,Bachelor,3.8,24
S01220,Gina Brennan,Sales,Associate Partner,Associate Partner,Female,8557867,595745,7024182,753596,184344,Mumbai,4,Master,24.0,42
H00392,Brittney George,HR,Analyst,HR Coordinator,Female,593121,0,516451,58585,18085,Pune,4,Bachelor,0.0,20
I01013,Lauren Watts,IT,Analyst,IT Analyst,Female,549807,0,490628,34528,24651,Bengaluru,3,Bachelor,2.4,23
I01014,Olivia Campbell,IT,Senior Executive,Developer II,Female,1204456,16599,966733,169004,52120,Bengaluru,3,Bachelor,5.3,26
C00484,Jonathon Stevenson,Customer Success,Executive,Executive,Male,815872,0,727530,56459,31883,Remote,5,HighSchool,3.3,24
C00485,John Burton,Customer Success,Analyst,Analyst,Male,625294,0,524641,71191,29462,Mumbai,3,Bachelor,3.2,26
O00886,Randy Jones,Operations,Executive,Executive,Male,831186,0,678407,116668,36111,Bengaluru,3,Bachelor,0.0,22
L00428,Carlos Miller,Legal,Senior Executive,Senior Executive,Male,1042746,0,897682,125724,19340,Pune,2,Diploma,9.1,36
O00887,Kiara Church,Operations,Manager,Manager,Female,2480334,0,2070625,352228,57481,Hyderabad,3,Bachelor,8.6,34
C00486,Michael Haas,Customer Success,Analyst,Analyst,Male,529802,0,451912,50989,26901,Mumbai,2,Bachelor,1.7,25
O00888,Renee Newton,Operations,Senior Executive,Senior Executive,Female,1164409,0,974646,169154,20609,Bengaluru,2,Diploma,5.2,31
R00502,Sydney Daugherty,R&D,Analyst,Analyst,Female,490581,0,435296,42817,12468,Hyderabad,4,Bachelor,0.0,26
R00503,Sarah Roy,R&D,Senior Executive,Senior Executive,Female,1071457,0,903471,129636,38350,Delhi,4,Bachelor,7.2,32
S01221,Melissa Yates,Sales,Senior Executive,Senior Executive,Female,1546336,358018,1004388,142886,41044,Kolkata,3,Bachelor,8.5,31
L00429,Kyle Gomez,Legal,Senior Manager,Senior Manager,Male,3414947,73175,3047434,229952,64386,Bengaluru,5,Bachelor,15.7,35
C00487,Lisa King,Customer Success,Analyst,Analyst,Female,536324,0,458976,55962,21386,Hyderabad,3,HighSchool,1.3,21
C00488,Kyle Moss,Customer Success,Executive,Executive,Male,627359,0,558367,44237,24755,Bengaluru,2,Bachelor,7.0,25
I01015,Brian Garcia,IT,Analyst,IT Analyst,Male,428461,0,356621,52739,19101,Other City,5,Bachelor,2.7,28
C00489,Susan Dougherty,Customer Success,Senior Executive,Senior Executive,Female,1152542,0,979586,146882,26074,Kolkata,5,Bachelor,7.0,34
R00504,Danielle Grant,R&D,Manager,Manager,Female,2258263,0,1828555,324723,104985,Remote,4,Master,12.0,30
I01016,Alex Vincent,IT,Senior Manager,Senior Manager,Male,3691500,0,3261836,288520,141144,Mumbai,2,Bachelor,22.5,43
L00430,Ashley Thompson,Legal,Executive,Executive,Female,536243,0,438057,78251,19935,Kolkata,2,HighSchool,2.7,21
S01222,Michael Green,Sales,Assistant Manager,Assistant Manager,Male,2088517,478882,1375237,194083,40315,Mumbai,2,Bachelor,7.6,30
S01223,Janet Rubio,Sales,Analyst,Sales Associate,Other,617336,127462,439954,31234,18686,Mumbai,4,Diploma,0.0,20
F00585,Natalie Smith,Finance,Analyst,Finance Analyst,Female,583413,11070,494261,62117,15965,Mumbai,3,Bachelor,0.0,20
F00586,Craig Cherry,Finance,Manager,Manager,Male,2454049,0,2141633,192068,120348,Bengaluru,1,Bachelor,10.8,36
H00393,Jessica Stein,HR,Analyst,HR Coordinator,Female,570958,0,485351,58298,27309,Bengaluru,4,HighSchool,2.8,26
S01224,Kathryn Stone,Sales,Analyst,Sales Associate,Female,480629,15778,391868,64093,8890,Kolkata,3,Diploma,1.0,25
L00431,Kevin Rivera,Legal,Executive,Executive,Male,846936,0,704430,101239,41267,Mumbai,3,Bachelor,5.1,28
S01225,Alex Martin,Sales,Executive,Executive,Male,1048455,204917,712196,104394,26948,Mumbai,3,Diploma,0.0,21
S01226,Louis Gray,Sales,Analyst,Sales Associate,Male,710654,131826,522674,45649,10505,Mumbai,3,Diploma,0.0,20
S01227,Gregory Salazar,Sales,Assistant Manager,Assistant Manager,Male,2109869,454951,1402183,199315,53420,Pune,3,Bachelor,12.8,33
F00587,Collin Maldonado,Finance,Executive,Executive,Male,758067,77361,550650,97406,32650,Hyderabad,2,Bachelor,6.9,33
L00432,Lori Mckee,Legal,Executive,Executive,Female,747105,0,668314,61195,17596,Mumbai,3,HighSchool,2.0,20
H00394,Madison Clark,HR,Analyst,HR Coordinator,Female,662578,0,557807,92333,12438,Bengaluru,3,Bachelor,0.0,25
C00490,Kyle Stewart,Customer Success,Executive,Executive,Male,730548,0,605092,99467,25989,Delhi,1,Diploma,3.7,23
S01228,Cody Morse,Sales,Assistant Manager,Assistant Manager,Male,1539724,0,1303034,203243,33447,Hyderabad,2,Bachelor,17.1,39
F00588,Rebecca Moore,Finance,Senior Manager,Senior Manager,Female,3527984,286650,2863098,307903,70333,Remote,2,Master,25.3,49
O00889,Brittany Barnes,Operations,Director,Director,Female,5619475,0,4643892,763520,212063,Hyderabad,2,PhD,19.2,46
O00890,Gregory Miller,Operations,Executive,Executive,Male,919483,0,789064,110226,20193,Bengaluru,4,Diploma,1.8,27
S01229,Brandi Valdez,Sales,Associate Partner,Associate Partner,Female,9163415,1474015,6960652,586737,142011,Bengaluru,3,MBA,24.8,49
M00453,Tammy Hernandez,Marketing,Analyst,Analyst,Female,627710,0,554821,44770,28119,Bengaluru,3,Bachelor,0.0,26
O00891,Andrea Glass,Operations,Analyst,Analyst,Female,605734,0,503823,74760,27151,Bengaluru,3,HighSchool,0.3,20
C00491,Patricia Robinson,Customer Success,Assistant Manager,Assistant Manager,Female,2078047,0,1733070,290101,54876,Bengaluru,4,Master,13.1,38
O00892,Evan Todd,Operations,Analyst,Analyst,Male,515161,0,459851,38814,16496,Remote,3,Bachelor,3.0,22
S01230,James Graham,Sales,Analyst,Sales Associate,Male,627215,119216,425907,65192,16900,Delhi,3,Bachelor,0.0,26
H00395,Michelle Moore,HR,Senior Manager,Senior Manager,Female,3788252,0,3179193,494549,114510,Mumbai,4,Master,21.0,39
S01231,Ronald Sharp,Sales,Assistant Manager,Assistant Manager,Male,1288986,0,1133530,92464,62992,Kolkata,3,Master,12.3,36
R00505,Troy Williams,R&D,Analyst,Analyst,Male,606076,5976,511734,76981,11385,Bengaluru,3,Bachelor,0.7,20
F00589,George Green,Finance,Assistant Manager,Assistant Manager,Male,1690236,0,1510299,106382,73555,Delhi,3,Bachelor,10.2,29
S01232,Maria Arnold,Sales,Manager,Sales Manager,Female,3923862,1146904,2426598,232340,118020,Bengaluru,4,Master,17.1,40
L00433,Daniel Rodriguez,Legal,Senior Manager,Senior Manager,Male,3464444,0,2924248,466044,74152,Mumbai,3,Master,15.5,37
O00893,Philip Williams,Operations,Senior Executive,Senior Executive,Male,1186552,0,1009077,124260,53215,Bengaluru,5,HighSchool,3.2,30
S01233,Kimberly Rosales,Sales,Assistant Manager,Assistant Manager,Female,1668926,179384,1324822,104548,60172,Pune,4,Bachelor,8.7,27
H00396,Christopher Fuentes,HR,Assistant Manager,Assistant Manager,Male,1435046,0,1266497,123509,45040,Hyderabad,3,Master,10.2,32
I01017,Sarah Davis,IT,Senior Executive,Software Engineer II,Female,936952,0,858584,61098,17270,Other City,4,Bachelor,13.4,37
C00492,Rachael Watson,Customer Success,Senior Executive,Senior Executive,Female,1007258,0,922581,66000,18677,Delhi,2,Diploma,6.0,24
C00493,Mary Stephenson,Customer Success,Senior Executive,Senior Executive,Female,982576,0,843097,109016,30463,Remote,4,Bachelor,5.8,30
L00434,Kimberly Kane,Legal,Executive,Executive,Female,666573,0,559820,83464,23289,Pune,1,Bachelor,5.1,28
O00894,Kimberly Esparza,Operations,Associate Partner,Associate Partner,Female,8776652,0,7175515,1264285,336852,Bengaluru,2,Master,20.7,47
O00895,Adam Gallagher,Operations,Executive,Executive,Male,845885,0,721417,105606,18862,Mumbai,3,Bachelor,7.0,30
M00454,Gabriel Hawkins,Marketing,Analyst,Analyst,Male,506773,48908,405893,41980,9992,Pune,4,Bachelor,0.0,20
S01234,Ellen Torres,Sales,Assistant Manager,Assistant Manager,Female,1756145,0,1595230,116253,44662,Bengaluru,3,Master,9.2,31
F00590,Sara Smith,Finance,Analyst,Finance Analyst,Female,618377,37498,488204,81080,11595,Delhi,3,Bachelor,0.4,21
F00591,Cassandra Reilly,Finance,Senior Executive,Senior Executive,Female,1401216,123632,1100422,131560,45602,Mumbai,2,HighSchool,4.7,25
S01235,Kathleen Little,Sales,Analyst,Sales Associate,Female,572011,0,504302,38797,28912,Bengaluru,3,Bachelor,4.9,31
O00896,Ronnie Meyer,Operations,Senior Executive,Senior Executive,Male,1019503,0,832690,149787,37026,Kolkata,4,Diploma,6.1,30
R00506,Tina Little,R&D,Senior Manager,Senior Manager,Female,4117477,0,3534192,468650,114635,Mumbai,3,Bachelor,18.8,38
R00507,Sheila Curry,R&D,Assistant Manager,Assistant Manager,Female,1282076,0,1081306,148972,51798,Kolkata,1,MBA,16.2,42
S01236,Bryan Graham,Sales,Analyst,Sales Associate,Male,685718,73670,509799,88416,13833,Bengaluru,3,Diploma,0.7,20
S01237,Elizabeth White,Sales,Director,Director,Female,6404046,1625458,3994998,577903,205687,Hyderabad,3,MBA,22.2,49
I01018,Miguel Graham,IT,Executive,Developer I,Male,683452,0,555693,99025,28734,Mumbai,2,Bachelor,6.3,30
R00508,Benjamin White,R&D,Executive,Executive,Male,617922,0,533389,57503,27030,Hyderabad,3,Bachelor,7.7,27
S01238,Austin Mitchell,Sales,Executive,Executive,Male,874557,232936,544293,65371,31957,Remote,4,Bachelor,8.7,31
M00455,Kim Flynn,Marketing,Associate Partner,Associate Partner,Female,6845300,0,5809658,828873,206769,Hyderabad,3,MBA,25.0,43
S01239,Nicholas Pace,Sales,Analyst,Sales Associate,Male,623054,46456,489674,76279,10645,Remote,3,Bachelor,0.0,25
H00397,Keith Atkins,HR,Senior Executive,Senior Executive,Male,1305637,0,1166861,97176,41600,Bengaluru,2,Bachelor,9.5,35
I01019,Brandon Huffman,IT,Executive,Software Engineer I,Male,630849,0,546444,65326,19079,Hyderabad,3,Diploma,5.2,26
C00494,Samantha Sullivan,Customer Success,Analyst,Analyst,Female,474547,0,398704,60161,15682,Kolkata,2,Bachelor,0.4,26
I01020,William Ramirez,IT,Senior Manager,Senior Manager,Male,3511798,0,3005175,392202,114421,Remote,3,Bachelor,24.8,51
H00398,Brent Martin,HR,Senior Executive,Senior Executive,Male,1055748,0,925671,101619,28458,Mumbai,3,Bachelor,5.9,32
I01021,Ashley Dunn,IT,Assistant Manager,Assistant Manager,Female,1700477,7407,1530216,113465,49389,Bengaluru,4,Bachelor,5.2,26
M00456,Shaun Henderson,Marketing,Analyst,Analyst,Male,700924,58389,532758,87407,22370,Bengaluru,4,Bachelor,0.1,20
R00509,Melissa Jackson,R&D,Assistant Manager,Assistant Manager,Female,1589163,0,1369333,159743,60087,Bengaluru,2,Master,10.5,32
S01240,Abigail Mayer,Sales,Manager,Sales Manager,Female,3214765,459934,2391348,234839,128644,Hyderabad,4,Bachelor,11.1,32
R00510,Joshua Lee,R&D,Executive,Executive,Male,758277,0,666408,53154,38715,Bengaluru,3,Bachelor,6.2,30
F00592,Shelley Smith,Finance,Senior Executive,Senior Executive,Female,1076771,0,946039,106082,24650,Hyderabad,5,Bachelor,4.5,28
S01241,Erin White,Sales,Director,Director,Female,7098413,1097958,4943347,794611,262497,Bengaluru,4,MBA,21.3,48
O00897,Kendra Young,Operations,Manager,Manager,Female,3090660,97603,2541518,299906,151633,Bengaluru,3,Bachelor,14.6,39
S01242,Taylor Tran,Sales,Executive,Executive,Female,582209,0,493406,65975,22828,Hyderabad,2,Bachelor,4.7,23
M00457,Jennifer Patrick,Marketing,Senior Executive,Senior Executive,Female,1245029,0,1043928,148730,52371,Delhi,2,Diploma,3.1,24
M00458,Paula Saunders,Marketing,Assistant Manager,Assistant Manager,Female,1870150,168306,1514934,128594,58316,Bengaluru,5,Bachelor,11.3,38
S01243,Joanne Ferguson,Sales,Analyst,Sales Associate,Female,815738,209777,504901,74125,26935,Delhi,4,Bachelor,0.3,23
O00898,Rodney Avila,Operations,Senior Executive,Senior Executive,Male,1230813,0,1031385,160067,39361,Bengaluru,3,Bachelor,5.1,27
C00495,Shannon Thompson,Customer Success,Associate Partner,Associate Partner,Female,6613863,0,5668998,652226,292639,Remote,2,PhD,27.6,53
L00435,Stacy Macias,Legal,Senior Manager,Senior Manager,Female,3075159,0,2799281,199849,76029,Remote,4,Master,16.8,43
O00899,Stephanie Nunez,Operations,Manager,Manager,Female,2110165,0,1863852,149918,96395,Pune,2,Bachelor,19.5,43
L00436,Christina Olsen,Legal,Analyst,Analyst,Female,512676,0,428099,72054,12523,Remote,2,Bachelor,0.9,23
F00593,Paul Wagner,Finance,Associate Partner,Associate Partner,Male,7481110,0,6319403,886438,275269,Bengaluru,5,MBA,25.1,52
O00900,Stephen Richmond,Operations,Senior Executive,Senior Executive,Male,1279488,0,1119450,120471,39567,Bengaluru,1,HighSchool,8.1,30
R00511,Nicole Tate,R&D,Analyst,Analyst,Female,624960,0,543152,59965,21843,Bengaluru,3,HighSchool,1.6,23
O00901,Jordan Wright,Operations,Senior Executive,Senior Executive,Female,1146449,0,983977,140106,22366,Mumbai,2,Bachelor,5.3,25
O00902,Traci Rodriguez,Operations,Manager,Manager,Female,2090878,0,1889186,154175,47517,Pune,2,Bachelor,14.1,37
O00903,Mr. Matthew Moody,Operations,Analyst,Analyst,Male,583508,0,484197,77781,21530,Bengaluru,4,Bachelor,0.0,26
R00512,Darius Lynch,R&D,Senior Manager,Senior Manager,Male,3620510,0,2971355,498458,150697,Hyderabad,3,Bachelor,16.6,36
C00496,Joshua Romero,Customer Success,Senior Manager,Senior Manager,Male,2991699,237328,2423602,276197,54572,Pune,2,Master,18.8,42
O00904,Mr. Cody Mclaughlin,Operations,Analyst,Analyst,Male,531050,0,458014,57573,15463,Hyderabad,3,Bachelor,0.0,20
I01022,Arthur Woods,IT,Senior Manager,Senior Manager,Male,3392091,0,3050263,221992,119836,Hyderabad,2,Master,15.9,37
O00905,Phillip Everett,Operations,Senior Manager,Senior Manager,Male,3375667,0,2812844,416975,145848,Hyderabad,3,Bachelor,20.5,42
F00594,Tiffany Olson,Finance,Analyst,Finance Analyst,Female,591371,22629,507039,38755,22948,Bengaluru,4,Bachelor,3.3,26
I01023,Matthew Henderson,IT,Analyst,Support Analyst,Male,520198,0,452179,45603,22416,Hyderabad,2,Bachelor,4.7,28
C00497,Jacqueline Perkins,Customer Success,Executive,Executive,Female,644894,0,573955,41064,29875,Mumbai,3,Bachelor,7.5,28
O00906,Steven Medina,Operations,Executive,Executive,Male,622306,0,543384,65276,13646,Remote,4,Bachelor,2.3,25
I01024,Matthew Adams,IT,Assistant Manager,Assistant Manager,Male,1871989,0,1636221,173320,62448,Mumbai,4,Bachelor,13.8,39
S01244,Marc Mcdonald,Sales,Executive,Executive,Male,842737,41407,681387,84808,35135,Pune,3,Bachelor,5.5,26
I01025,Jason Murray,IT,Director,Director,Male,6407602,421719,4867974,851919,265990,Hyderabad,3,Master,20.5,39
L00437,Brian Booker,Legal,Associate Partner,Associate Partner,Male,6781145,0,5961513,644486,175146,Remote,2,MBA,31.5,52
I01026,Sarah Day,IT,Executive,Developer I,Female,1061826,44702,891040,101459,24625,Bengaluru,2,Bachelor,0.0,24
S01245,Elizabeth Guerrero,Sales,Executive,Executive,Female,708950,0,589736,105712,13502,Delhi,3,Bachelor,1.5,21
O00907,Michael Ewing,Operations,Senior Executive,Senior Executive,Male,1007920,0,840243,137784,29893,Pune,5,Bachelor,8.4,35
I01027,Chris Myers,IT,Senior Executive,Software Engineer II,Male,1002939,0,836970,123895,42074,Remote,2,Bachelor,8.3,32
S01246,Troy Ross,Sales,Executive,Executive,Male,1406127,523240,753031,97189,32667,Bengaluru,3,HighSchool,7.3,29
I01028,Christopher Kane,IT,Analyst,IT Analyst,Male,479175,721,408349,58082,12023,Pune,3,Bachelor,0.0,22
F00595,Anna Morris,Finance,Analyst,Finance Analyst,Female,527155,16163,450241,51695,9056,Kolkata,3,Bachelor,3.6,24
F00596,Lisa Watkins,Finance,Analyst,Finance Analyst,Female,516884,20983,415298,59528,21075,Delhi,3,Bachelor,3.3,27
I01029,Christopher Nguyen,IT,Senior Manager,Senior Manager,Male,3525442,0,3072882,334812,117748,Hyderabad,2,Master,15.7,37
O00908,Michael Fuller,Operations,Analyst,Analyst,Male,455281,0,397385,37136,20760,Bengaluru,5,Bachelor,0.8,26
L00438,Jeremy Evans,Legal,Analyst,Analyst,Male,480695,0,416163,45810,18722,Remote,1,Diploma,3.2,29
O00909,Shannon Johnson,Operations,Senior Executive,Senior Executive,Female,1034189,0,872059,130854,31276,Delhi,2,Bachelor,7.3,26
I01030,John Hubbard,IT,Analyst,IT Analyst,Male,553626,2631,473013,59376,18606,Mumbai,2,Bachelor,0.7,20
I01031,Kevin Shea,IT,Analyst,IT Analyst,Male,676140,49250,513745,87941,25204,Delhi,5,Bachelor,1.2,27
O00910,Jeffrey Montgomery,Operations,Senior Executive,Senior Executive,Male,1206331,0,1015921,149250,41160,Delhi,4,HighSchool,6.0,26
M00459,Justin Tran,Marketing,Senior Executive,Senior Executive,Male,1385248,0,1132317,202875,50056,Bengaluru,4,Bachelor,10.1,33
I01032,Elizabeth Frazier,IT,Analyst,IT Analyst,Female,529071,0,450208,68418,10445,Bengaluru,3,Diploma,2.4,27
M00460,Harold Williamson,Marketing,Executive,Executive,Male,800126,0,703707,78315,18104,Bengaluru,3,Bachelor,1.1,25
S01247,Jared Jones,Sales,Executive,Executive,Male,946563,220199,616563,89893,19908,Mumbai,2,Bachelor,4.9,28
O00911,Robert Pham,Operations,Senior Executive,Senior Executive,Male,1241826,0,1037589,166237,38000,Mumbai,5,Diploma,6.3,29
C00498,Ashley Murray,Customer Success,Assistant Manager,Assistant Manager,Female,1426093,0,1235559,158221,32313,Mumbai,2,Bachelor,14.9,33
I01033,Judy Acevedo,IT,Analyst,Support Analyst,Female,690049,42859,564986,69901,12303,Bengaluru,4,Bachelor,2.5,23
F00597,Jennifer Perkins,Finance,Executive,Executive,Female,623777,0,525654,73773,24350,Bengaluru,2,Bachelor,4.7,27
I01034,Ashley James,IT,Assistant Manager,Assistant Manager,Female,1925730,159445,1548342,139461,78482,Mumbai,2,Master,16.0,35
M00461,Kimberly Baker,Marketing,Senior Manager,Senior Manager,Female,4335820,286063,3581377,377986,90394,Bengaluru,2,Master,19.7,39
S01248,Ricky Jackson,Sales,Manager,Sales Manager,Male,3277352,656280,2154253,342235,124584,Bengaluru,2,Bachelor,16.5,35
R00513,Renee Liu,R&D,Executive,Executive,Female,794159,21038,638279,107150,27692,Delhi,3,Bachelor,2.2,26
S01249,Carolyn Houston,Sales,Senior Executive,Senior Executive,Female,1314019,472773,711019,106416,23811,Other City,4,Bachelor,9.7,32
R00514,Carly Taylor DDS,R&D,Senior Executive,Senior Executive,Female,1130263,123412,834175,139226,33450,Pune,2,Diploma,9.2,32
I01035,Donna Guzman,IT,Manager,Engineering Manager,Female,2298737,0,1914002,337071,47664,Delhi,4,Bachelor,20.6,46
M00462,Ryan White,Marketing,Manager,Manager,Male,2332757,0,2000804,270321,61632,Delhi,3,Bachelor,17.0,41
I01036,Dawn Meyer,IT,Executive,Software Engineer I,Female,747315,0,643945,76544,26826,Mumbai,3,Bachelor,5.6,29
R00515,Aaron Wiley,R&D,Analyst,Analyst,Male,485668,0,419371,53125,13172,Remote,5,Bachelor,0.9,27
S01250,Cheryl Wade,Sales,Executive,Executive,Female,805125,0,687836,97044,20245,Bengaluru,2,HighSchool,3.2,29
S01251,John Estrada,Sales,Analyst,Sales Associate,Male,466258,0,402290,43050,20918,Mumbai,4,HighSchool,2.2,23
O00912,Cynthia Larson,Operations,Director,Director,Female,5260349,0,4669984,416982,173383,Mumbai,2,Master,24.2,43
S01252,Roy Paul,Sales,Analyst,Sales Associate,Male,368164,0,329414,27643,11107,Other City,2,Bachelor,0.2,20
S01253,Hannah Joyce,Sales,Analyst,Sales Associate,Female,769774,146063,562287,43986,17438,Hyderabad,4,Bachelor,0.0,21
L00439,Brittany Choi,Legal,Manager,Manager,Female,2085066,0,1750018,282208,52840,Other City,3,Bachelor,11.5,35
L00440,Suzanne Williams,Legal,Analyst,Analyst,Female,533289,0,462942,50161,20186,Hyderabad,3,Bachelor,0.0,24
O00913,Meghan Cortez,Operations,Analyst,Analyst,Female,677982,0,589975,63799,24208,Bengaluru,4,Bachelor,0.0,20
R00516,Jamie Vargas,R&D,Executive,Executive,Male,735412,0,655448,62656,17308,Hyderabad,2,Diploma,2.6,27
F00598,Linda Newman,Finance,Senior Executive,Senior Executive,Female,1414234,159119,1058804,159697,36614,Pune,3,Bachelor,11.8,31
I01037,Tracy Howard,IT,Executive,Developer I,Female,722319,0,589469,104328,28522,Hyderabad,2,Diploma,4.2,30
M00463,Justin Saunders,Marketing,Executive,Executive,Male,987662,0,820561,137128,29973,Bengaluru,2,Bachelor,6.3,29
H00399,Jeffrey Weaver,HR,Analyst,HR Coordinator,Male,610393,0,531593,56585,22215,Bengaluru,1,Diploma,0.0,23
L00441,Wanda Reynolds,Legal,Senior Executive,Senior Executive,Other,950574,0,831934,100397,18243,Hyderabad,2,Bachelor,10.0,28
I01038,Jonathan Castillo,IT,Executive,Developer I,Male,565293,0,483771,68613,12909,Kolkata,3,Diploma,7.7,29
H00400,Alicia Wilson,HR,Manager,Manager,Other,2283004,0,2037178,145945,99881,Bengaluru,2,Master,14.5,34
S01254,Jennifer Day,Sales,Executive,Executive,Female,607193,0,501028,78161,28004,Bengaluru,2,Bachelor,2.4,27
S01255,Ashley Christensen,Sales,Executive,Executive,Female,939368,91399,768084,54055,25830,Bengaluru,3,Bachelor,5.0,23
S01256,Stacy Martinez,Sales,Senior Executive,Senior Executive,Female,1111938,105602,874941,87845,43550,Hyderabad,3,HighSchool,6.0,33
L00442,Tamara Turner,Legal,Analyst,Analyst,Female,600426,0,526603,63025,10798,Remote,3,Diploma,1.9,27
C00499,Mrs. Linda Williams,Customer Success,Analyst,Analyst,Female,615650,0,518989,66318,30343,Bengaluru,2,Bachelor,0.0,23
C00500,Mary Blevins,Customer Success,Assistant Manager,Assistant Manager,Female,1614837,0,1413874,131945,69018,Bengaluru,2,Bachelor,9.8,34
O00914,Tanya Cardenas,Operations,Analyst,Analyst,Female,502880,0,427171,50420,25289,Pune,3,Bachelor,0.0,25
I01039,Elizabeth Johnson,IT,Senior Executive,Software Engineer II,Female,1144076,0,985445,115783,42848,Pune,2,Bachelor,7.0,25
S01257,Paula Wilson,Sales,Analyst,Sales Associate,Female,570546,100857,422688,31867,15134,Hyderabad,4,HighSchool,1.9,28
I01040,Lisa Graham,IT,Manager,Engineering Manager,Female,2714677,0,2341124,304815,68738,Bengaluru,2,Master,18.8,42
O00915,Emily Coleman,Operations,Associate Partner,Associate Partner,Female,7861241,0,6815427,817471,228343,Delhi,3,PhD,23.8,47
M00464,Teresa White,Marketing,Executive,Executive,Female,739911,18646,639765,53854,27646,Delhi,2,Bachelor,1.1,26
